dataset,latent_dim,hidden_size,epoch,train_dz_mse_norm,val_dz_mse_norm,val_dz_mse_raw,sweep_latent_dim,sweep_train_count,sweep_train_frames
CV1 | nets=2 | frames=10,1,128,20,0.914453943570455,9.111508546648547,0.00035316266898871617,1,2,10
CV1 | nets=2 | frames=10,1,128,21,0.9500367442766825,9.79899703594111,0.00037980976045309947,1,2,10
CV1 | nets=2 | frames=10,1,128,22,0.9240460395812988,10.845176801631228,0.000420359761004903,1,2,10
CV1 | nets=2 | frames=10,1,128,23,0.9146177570025126,10.37240442714747,0.00040203507416038066,1,2,10
CV1 | nets=2 | frames=10,1,128,24,0.9814050197601318,11.037035626519472,0.0004277962274526317,1,2,10
CV1 | nets=2 | frames=10,1,128,25,0.9798402388890585,10.346305754787288,0.0004010234870349905,1,2,10
CV1 | nets=2 | frames=10,1,128,26,0.9823562304178873,10.129837482897564,0.0003926331607272573,1,2,10
CV1 | nets=2 | frames=10,1,128,27,0.9430375297864279,9.854497030468657,0.0003819609496964631,1,2,10
CV1 | nets=2 | frames=10,1,128,28,0.9272734920183817,9.465845008749515,0.0003668967729652195,1,2,10
CV1 | nets=2 | frames=10,1,128,29,0.9440998832384745,9.869870760840364,0.00038255683813781614,1,2,10
CV1 | nets=2 | frames=10,1,128,30,0.9634058872858683,9.352602266423403,0.00036250747698227315,1,2,10
CV1 | nets=2 | frames=10,1,128,31,0.927585224310557,8.631477017883212,0.00033455660973413613,1,2,10
CV1 | nets=2 | frames=10,1,128,32,0.9503957033157349,8.570168338567019,0.0003321802850155109,1,2,10
CV1 | nets=2 | frames=10,1,128,33,0.9732163945833842,8.279819882914424,0.00032092635842604977,1,2,10
CV1 | nets=2 | frames=10,1,128,34,0.9701540867487589,8.279816727235913,0.00032092623991457006,1,2,10
CV1 | nets=2 | frames=10,1,128,35,0.9528354605038961,8.409132315497846,0.00032593851968545093,1,2,10
CV1 | nets=2 | frames=25,1,128,1,0.887235133908689,48.81524697083235,0.09478751318252762,1,2,25
CV1 | nets=2 | frames=25,1,128,2,0.8529673346451351,57.22943241274357,0.1111258419588994,1,2,25
